Chr	BP	element_count	species
I	10820001	33	briggsae
I	10830001	20	briggsae
I	10840001	11	briggsae
I	10850001	17	briggsae
I	10860001	28	briggsae
I	10870001	34	briggsae
I	10880001	17	briggsae
I	10890001	18	briggsae
I	10900001	20	briggsae
I	10910001	25	briggsae
I	10920001	28	briggsae
I	10930001	25	briggsae
I	10940001	20	briggsae
I	10950001	22	briggsae
I	10960001	21	briggsae
I	10970001	24	briggsae
I	10980001	20	briggsae
I	10990001	7	briggsae
I	11000001	28	briggsae
I	11010001	14	briggsae
I	11020001	33	briggsae
I	11030001	20	briggsae
I	11040001	13	briggsae
I	11050001	31	briggsae
I	11060001	18	briggsae
I	11070001	17	briggsae
I	11080001	26	briggsae
I	11090001	24	briggsae
I	11100001	22	briggsae
I	11110001	18	briggsae
I	11120001	24	briggsae
I	11130001	30	briggsae
I	11140001	28	briggsae
I	11150001	15	briggsae
I	11160001	16	briggsae
I	11170001	29	briggsae
I	11180001	23	briggsae
I	11190001	21	briggsae
I	11200001	14	briggsae
I	11210001	22	briggsae
I	11220001	27	briggsae
I	11230001	11	briggsae
I	11240001	24	briggsae
I	11250001	17	briggsae
I	11260001	31	briggsae
I	11270001	12	briggsae
I	11280001	26	briggsae
I	11290001	33	briggsae
I	11300001	45	briggsae
I	11310001	18	briggsae
I	11320001	18	briggsae
I	11330001	16	briggsae
I	11340001	16	briggsae
I	11350001	16	briggsae
I	11360001	22	briggsae
I	11370001	27	briggsae
I	11380001	14	briggsae
I	11390001	13	briggsae
I	11400001	21	briggsae
I	11410001	21	briggsae
I	11420001	25	briggsae
I	11430001	31	briggsae
I	11440001	31	briggsae
I	11450001	32	briggsae
I	11460001	30	briggsae
I	11470001	20	briggsae
I	11480001	17	briggsae
I	11490001	36	briggsae
I	11500001	28	briggsae
I	11510001	27	briggsae
I	11520001	41	briggsae
I	11530001	14	briggsae
I	11540001	26	briggsae
I	11550001	26	briggsae
I	11560001	9	briggsae
I	11570001	23	briggsae
I	11580001	32	briggsae
I	11590001	19	briggsae
I	11600001	28	briggsae
I	11610001	37	briggsae
I	11620001	26	briggsae
I	11630001	20	briggsae
I	11640001	22	briggsae
I	11650001	17	briggsae
I	11660001	15	briggsae
I	11670001	7	briggsae
I	11680001	27	briggsae
I	11690001	22	briggsae
I	11700001	35	briggsae
I	11710001	51	briggsae
I	11720001	34	briggsae
I	11730001	33	briggsae
I	11740001	24	briggsae
I	11750001	35	briggsae
I	11760001	45	briggsae
I	11770001	29	briggsae
I	11780001	47	briggsae
I	11790001	37	briggsae
I	11800001	38	briggsae
I	11810001	43	briggsae
I	11820001	34	briggsae
I	11830001	32	briggsae
I	11840001	36	briggsae
I	11850001	31	briggsae
I	11860001	38	briggsae
I	11870001	48	briggsae
I	11880001	24	briggsae
I	11890001	15	briggsae
I	11900001	15	briggsae
I	11910001	13	briggsae
I	11920001	14	briggsae
I	11930001	19	briggsae
I	11940001	26	briggsae
I	11950001	14	briggsae
I	11960001	43	briggsae
I	11970001	35	briggsae
I	11980001	39	briggsae
I	11990001	24	briggsae
I	12000001	18	briggsae
I	12010001	22	briggsae
I	12020001	32	briggsae
I	12030001	23	briggsae
I	12040001	28	briggsae
I	12050001	35	briggsae
I	12060001	36	briggsae
I	12070001	25	briggsae
I	12080001	18	briggsae
I	12090001	46	briggsae
I	12100001	28	briggsae
I	12110001	24	briggsae
I	12120001	15	briggsae
I	12130001	22	briggsae
I	12140001	40	briggsae
I	12150001	22	briggsae
I	12160001	46	briggsae
I	12170001	31	briggsae
I	12180001	31	briggsae
I	12190001	17	briggsae
I	12200001	24	briggsae
I	12210001	30	briggsae
I	12220001	36	briggsae
I	12230001	45	briggsae
I	12240001	28	briggsae
I	12250001	30	briggsae
I	12260001	41	briggsae
I	12270001	17	briggsae
I	12280001	52	briggsae
I	12290001	15	briggsae
I	12300001	42	briggsae
I	12310001	43	briggsae
I	12320001	28	briggsae
I	12330001	29	briggsae
I	12340001	35	briggsae
I	12350001	33	briggsae
I	12360001	19	briggsae
I	12370001	39	briggsae
I	12380001	20	briggsae
I	12390001	20	briggsae
I	12400001	23	briggsae
I	12410001	24	briggsae
I	12420001	42	briggsae
I	12430001	31	briggsae
I	12440001	37	briggsae
I	12450001	39	briggsae
I	12460001	36	briggsae
I	12470001	43	briggsae
I	12480001	18	briggsae
I	12490001	30	briggsae
I	12500001	16	briggsae
I	12510001	46	briggsae
I	12520001	32	briggsae
I	12530001	56	briggsae
I	12540001	57	briggsae
I	12550001	27	briggsae
I	12560001	18	briggsae
I	12570001	36	briggsae
I	12580001	45	briggsae
I	12590001	39	briggsae
I	12600001	30	briggsae
I	12610001	45	briggsae
I	12620001	39	briggsae
I	12630001	24	briggsae
I	12640001	23	briggsae
I	12650001	25	briggsae
I	12660001	31	briggsae
I	12670001	30	briggsae
I	12680001	24	briggsae
I	12690001	24	briggsae
I	12700001	34	briggsae
I	12710001	32	briggsae
I	12720001	20	briggsae
I	12730001	24	briggsae
I	12740001	23	briggsae
I	12750001	21	briggsae
I	12760001	40	briggsae
I	12770001	37	briggsae
I	12780001	19	briggsae
I	12790001	35	briggsae
I	12800001	32	briggsae
I	12810001	33	briggsae
I	12820001	23	briggsae
I	12830001	23	briggsae
I	12840001	23	briggsae
I	12850001	24	briggsae
I	12860001	37	briggsae
I	12870001	39	briggsae
I	12880001	35	briggsae
I	12890001	32	briggsae
I	12900001	38	briggsae
I	12910001	41	briggsae
I	12920001	35	briggsae
I	12930001	40	briggsae
I	12940001	35	briggsae
I	12950001	33	briggsae
I	12960001	32	briggsae
I	12970001	44	briggsae
I	12980001	25	briggsae
I	12990001	17	briggsae
I	13000001	11	briggsae
I	13010001	9	briggsae
I	13020001	26	briggsae
I	13030001	41	briggsae
I	13040001	33	briggsae
I	13050001	33	briggsae
I	13060001	38	briggsae
I	13070001	12	briggsae
I	13080001	10	briggsae
I	13090001	22	briggsae
I	13100001	31	briggsae
I	13110001	32	briggsae
I	13120001	37	briggsae
I	13130001	55	briggsae
I	13140001	21	briggsae
I	13150001	45	briggsae
I	13160001	37	briggsae
I	13170001	18	briggsae
I	13180001	61	briggsae
I	13190001	22	briggsae
I	13200001	33	briggsae
I	13210001	9	briggsae
I	13220001	18	briggsae
I	13230001	33	briggsae
I	13240001	11	briggsae
I	13250001	27	briggsae
I	13260001	27	briggsae
I	13270001	67	briggsae
I	13280001	36	briggsae
I	13290001	31	briggsae
I	13300001	21	briggsae
I	13310001	59	briggsae
I	13320001	10	briggsae
I	13330001	26	briggsae
I	13340001	19	briggsae
I	13350001	17	briggsae
I	13360001	53	briggsae
I	13370001	53	briggsae
I	13380001	29	briggsae
I	13390001	21	briggsae
I	13400001	23	briggsae
I	13410001	13	briggsae
I	13420001	22	briggsae
I	13430001	1	briggsae
I	13440001	9	briggsae
I	13450001	28	briggsae
I	13460001	49	briggsae
I	13470001	39	briggsae
I	13480001	22	briggsae
I	13490001	66	briggsae
I	13500001	74	briggsae
I	13510001	93	briggsae
I	13520001	46	briggsae
I	13530001	69	briggsae
I	13540001	36	briggsae
I	13550001	24	briggsae
I	13560001	56	briggsae
I	13570001	43	briggsae
I	13580001	61	briggsae
I	13590001	48	briggsae
I	13600001	25	briggsae
I	13610001	33	briggsae
I	13620001	66	briggsae
I	13630001	58	briggsae
I	13640001	56	briggsae
I	13650001	52	briggsae
I	13660001	32	briggsae
I	13670001	22	briggsae
I	13680001	47	briggsae
I	13690001	37	briggsae
I	13700001	34	briggsae
I	13710001	47	briggsae
I	13720001	42	briggsae
I	13730001	45	briggsae
I	13740001	38	briggsae
I	13750001	50	briggsae
I	13760001	21	briggsae
I	13770001	14	briggsae
I	13780001	11	briggsae
I	13790001	27	briggsae
I	13800001	31	briggsae
I	13810001	21	briggsae
I	13820001	17	briggsae
I	13830001	41	briggsae
I	13840001	52	briggsae
I	13850001	32	briggsae
I	13860001	21	briggsae
I	13870001	38	briggsae
I	13880001	29	briggsae
I	13890001	31	briggsae
I	13900001	38	briggsae
I	13910001	39	briggsae
I	13920001	27	briggsae
I	13930001	34	briggsae
I	13940001	21	briggsae
I	13950001	33	briggsae
I	13960001	36	briggsae
I	13970001	42	briggsae
I	13980001	25	briggsae
I	13990001	23	briggsae
I	14000001	22	briggsae
I	14010001	19	briggsae
I	14020001	13	briggsae
I	14030001	40	briggsae
I	14040001	30	briggsae
I	14050001	35	briggsae
I	14060001	29	briggsae
I	14070001	31	briggsae
I	14080001	32	briggsae
I	14090001	38	briggsae
I	14100001	19	briggsae
I	14110001	36	briggsae
I	14120001	46	briggsae
I	14130001	34	briggsae
I	14140001	26	briggsae
I	14150001	33	briggsae
I	14160001	32	briggsae
I	14170001	32	briggsae
I	14180001	38	briggsae
I	14190001	47	briggsae
I	14200001	34	briggsae
I	14210001	48	briggsae
I	14220001	38	briggsae
I	14230001	34	briggsae
I	14240001	30	briggsae
I	14250001	40	briggsae
I	14260001	40	briggsae
I	14270001	34	briggsae
I	14280001	32	briggsae
I	14290001	25	briggsae
I	14300001	27	briggsae
I	14310001	37	briggsae
I	14320001	31	briggsae
I	14330001	17	briggsae
I	14340001	14	briggsae
I	14350001	27	briggsae
I	14360001	30	briggsae
I	14370001	37	briggsae
I	14380001	41	briggsae
I	14390001	35	briggsae
I	14400001	24	briggsae
I	14410001	45	briggsae
I	14420001	28	briggsae
I	14430001	47	briggsae
I	14440001	43	briggsae
I	14450001	25	briggsae
I	14460001	35	briggsae
I	14470001	47	briggsae
I	14480001	40	briggsae
I	14490001	27	briggsae
I	14500001	16	briggsae
I	14510001	24	briggsae
I	14520001	46	briggsae
I	14530001	23	briggsae
I	14540001	30	briggsae
I	14550001	36	briggsae
I	14560001	35	briggsae
I	14570001	39	briggsae
I	14580001	22	briggsae
I	14590001	22	briggsae
I	14600001	28	briggsae
I	14610001	28	briggsae
I	14620001	32	briggsae
I	14630001	19	briggsae
I	14640001	30	briggsae
I	14650001	27	briggsae
I	14660001	24	briggsae
I	14670001	43	briggsae
I	14680001	32	briggsae
I	14690001	20	briggsae
I	14700001	24	briggsae
I	14710001	22	briggsae
I	14720001	20	briggsae
I	14730001	26	briggsae
I	14740001	21	briggsae
I	14750001	27	briggsae
I	14760001	20	briggsae
I	14770001	13	briggsae
I	14780001	18	briggsae
I	14790001	21	briggsae
I	14800001	11	briggsae
I	14810001	38	briggsae
I	14820001	30	briggsae
I	14830001	32	briggsae
I	14840001	19	briggsae
I	14850001	18	briggsae
I	14860001	26	briggsae
I	14870001	42	briggsae
I	14880001	32	briggsae
I	14890001	49	briggsae
I	14900001	50	briggsae
I	14910001	39	briggsae
I	14920001	31	briggsae
I	14930001	27	briggsae
I	14940001	29	briggsae
I	14950001	37	briggsae
I	14960001	17	briggsae
I	14970001	29	briggsae
I	14980001	19	briggsae
I	14990001	20	briggsae
I	15000001	13	briggsae
I	15010001	30	briggsae
I	15020001	22	briggsae
I	15030001	32	briggsae
I	15040001	45	briggsae
I	15050001	17	briggsae
I	15060001	16	briggsae
I	15070001	19	briggsae
I	15080001	8	briggsae
I	15090001	13	briggsae
I	15100001	26	briggsae
I	15110001	20	briggsae
I	15120001	10	briggsae
I	15130001	15	briggsae
I	15140001	21	briggsae
I	15150001	22	briggsae
I	15160001	18	briggsae
I	15170001	20	briggsae
I	15180001	29	briggsae
I	15190001	25	briggsae
I	15200001	20	briggsae
I	15210001	33	briggsae
I	15220001	18	briggsae
I	15230001	28	briggsae
I	15240001	25	briggsae
I	15250001	19	briggsae
I	15260001	19	briggsae
I	15270001	15	briggsae
I	15280001	14	briggsae
I	15290001	10	briggsae
I	15300001	12	briggsae
I	15310001	5	briggsae
I	15320001	13	briggsae
I	15330001	15	briggsae
I	15340001	6	briggsae
I	15350001	4	briggsae
I	15360001	3	briggsae
I	15370001	5	briggsae
I	15380001	5	briggsae
I	15390001	17	briggsae
I	15400001	12	briggsae
I	15410001	27	briggsae
I	15420001	11	briggsae
I	15430001	2	briggsae
I	15440001	16	briggsae
I	15450001	11	briggsae
II	1	21	briggsae
II	10001	14	briggsae
II	20001	12	briggsae
II	30001	2	briggsae
II	40001	11	briggsae
II	50001	18	briggsae
II	60001	6	briggsae
II	70001	7	briggsae
II	80001	6	briggsae
II	90001	9	briggsae
II	100001	2	briggsae
II	110001	12	briggsae
II	120001	1	briggsae
II	130001	7	briggsae
II	140001	6	briggsae
II	150001	18	briggsae
II	160001	8	briggsae
II	170001	4	briggsae
II	180001	8	briggsae
II	190001	15	briggsae
II	200001	13	briggsae
II	210001	12	briggsae
II	220001	7	briggsae
II	230001	8	briggsae
II	240001	9	briggsae
II	250001	7	briggsae
II	260001	28	briggsae
II	270001	35	briggsae
II	280001	22	briggsae
II	290001	24	briggsae
II	300001	19	briggsae
II	310001	21	briggsae
II	320001	19	briggsae
II	330001	27	briggsae
II	340001	27	briggsae
II	350001	22	briggsae
II	360001	22	briggsae
II	370001	29	briggsae
II	380001	30	briggsae
II	390001	18	briggsae
II	400001	9	briggsae
II	410001	34	briggsae
II	420001	28	briggsae
II	430001	35	briggsae
II	440001	34	briggsae
II	450001	25	briggsae
II	460001	23	briggsae
II	470001	44	briggsae
II	480001	27	briggsae
II	490001	48	briggsae
II	500001	34	briggsae
II	510001	27	briggsae
II	520001	25	briggsae
II	530001	44	briggsae
II	540001	32	briggsae
II	550001	26	briggsae
II	560001	18	briggsae
II	570001	23	briggsae
II	580001	11	briggsae
II	590001	14	briggsae
II	600001	30	briggsae
II	610001	34	briggsae
II	620001	17	briggsae
II	630001	36	briggsae
II	640001	27	briggsae
II	650001	34	briggsae
II	660001	38	briggsae
II	670001	19	briggsae
II	680001	37	briggsae
II	690001	34	briggsae
II	700001	33	briggsae
II	710001	18	briggsae
II	720001	40	briggsae
II	730001	47	briggsae
II	740001	33	briggsae
II	750001	50	briggsae
II	760001	40	briggsae
II	770001	33	briggsae
II	780001	13	briggsae
II	790001	36	briggsae
II	800001	39	briggsae
II	810001	31	briggsae
II	820001	46	briggsae
II	830001	28	briggsae
II	840001	37	briggsae
II	850001	19	briggsae
II	860001	19	briggsae
II	870001	42	briggsae
II	880001	32	briggsae
II	890001	35	briggsae
II	900001	41	briggsae
II	910001	34	briggsae
II	920001	40	briggsae
II	930001	59	briggsae
II	940001	35	briggsae
II	950001	32	briggsae
II	960001	21	briggsae
II	970001	43	briggsae
II	980001	34	briggsae
II	990001	35	briggsae
II	1000001	23	briggsae
II	1010001	43	briggsae
II	1020001	3	briggsae
II	1030001	20	briggsae
II	1040001	50	briggsae
II	1050001	39	briggsae
II	1060001	26	briggsae
II	1070001	30	briggsae
II	1080001	36	briggsae
II	1090001	45	briggsae
II	1100001	42	briggsae
II	1110001	43	briggsae
II	1120001	36	briggsae
II	1130001	32	briggsae
II	1140001	26	briggsae
II	1150001	16	briggsae
II	1160001	26	briggsae
II	1170001	31	briggsae
II	1180001	39	briggsae
II	1190001	34	briggsae
II	1200001	24	briggsae
II	1210001	13	briggsae
II	1220001	41	briggsae
II	1230001	18	briggsae
II	1240001	30	briggsae
II	1250001	47	briggsae
II	1260001	39	briggsae
II	1270001	38	briggsae
II	1280001	20	briggsae
II	1290001	35	briggsae
II	1300001	34	briggsae
II	1310001	44	briggsae
II	1320001	45	briggsae
II	1330001	65	briggsae
II	1340001	26	briggsae
II	1350001	42	briggsae
II	1360001	55	briggsae
II	1370001	21	briggsae
II	1380001	47	briggsae
II	1390001	42	briggsae
II	1400001	34	briggsae
II	1410001	35	briggsae
II	1420001	30	briggsae
II	1430001	25	briggsae
II	1440001	25	briggsae
II	1450001	36	briggsae
II	1460001	41	briggsae
II	1470001	31	briggsae
II	1480001	35	briggsae
II	1490001	35	briggsae
II	1500001	29	briggsae
II	1510001	30	briggsae
II	1520001	47	briggsae
II	1530001	48	briggsae
II	1540001	31	briggsae
II	1550001	58	briggsae
II	1560001	12	briggsae
II	1570001	36	briggsae
II	1580001	46	briggsae
II	1590001	11	briggsae
II	1600001	41	briggsae
II	1610001	12	briggsae
II	1620001	30	briggsae
II	1630001	20	briggsae
II	1640001	35	briggsae
II	1650001	42	briggsae
II	1660001	46	briggsae
II	1670001	34	briggsae
II	1680001	16	briggsae
II	1690001	25	briggsae
II	1700001	30	briggsae
II	1710001	42	briggsae
II	1720001	25	briggsae
II	1730001	24	briggsae
II	1740001	31	briggsae
II	1750001	31	briggsae
II	1760001	35	briggsae
II	1770001	16	briggsae
II	1780001	50	briggsae
II	1790001	27	briggsae
II	1800001	46	briggsae
II	1810001	41	briggsae
II	1820001	40	briggsae
II	1830001	37	briggsae
II	1840001	33	briggsae
II	1850001	42	briggsae
II	1860001	2	briggsae
II	1870001	18	briggsae
II	1880001	20	briggsae
II	1890001	35	briggsae
II	1900001	36	briggsae
II	1910001	49	briggsae
II	1920001	33	briggsae
II	1930001	26	briggsae
II	1940001	35	briggsae
II	1950001	44	briggsae
II	1960001	20	briggsae
II	1970001	37	briggsae
II	1980001	40	briggsae
II	1990001	21	briggsae
II	2000001	20	briggsae
II	2010001	24	briggsae
II	2020001	33	briggsae
II	2030001	20	briggsae
II	2040001	13	briggsae
II	2050001	17	briggsae
II	2060001	37	briggsae
II	2070001	47	briggsae
II	2080001	35	briggsae
II	2090001	30	briggsae
II	2100001	25	briggsae
II	2110001	16	briggsae
II	2120001	20	briggsae
II	2130001	17	briggsae
II	2140001	12	briggsae
II	2150001	24	briggsae
II	2160001	11	briggsae
II	2170001	40	briggsae
II	2180001	46	briggsae
II	2190001	34	briggsae
II	2200001	39	briggsae
II	2210001	36	briggsae
II	2220001	32	briggsae
II	2230001	35	briggsae
II	2240001	34	briggsae
II	2250001	31	briggsae
II	2260001	29	briggsae
II	2270001	39	briggsae
II	2280001	50	briggsae
II	2290001	14	briggsae
II	2300001	15	briggsae
II	2310001	34	briggsae
II	2320001	32	briggsae
II	2330001	36	briggsae
II	2340001	22	briggsae
II	2350001	19	briggsae
II	2360001	33	briggsae
II	2370001	44	briggsae
II	2380001	15	briggsae
II	2390001	26	briggsae
II	2400001	16	briggsae
II	2410001	27	briggsae
II	2420001	35	briggsae
II	2430001	32	briggsae
II	2440001	21	briggsae
II	2450001	17	briggsae
II	2460001	17	briggsae
II	2470001	24	briggsae
II	2480001	16	briggsae
II	2490001	25	briggsae
II	2500001	39	briggsae
II	2510001	19	briggsae
II	2520001	39	briggsae
II	2530001	25	briggsae
II	2540001	16	briggsae
II	2550001	30	briggsae
II	2560001	31	briggsae
II	2570001	37	briggsae
II	2580001	28	briggsae
II	2590001	32	briggsae
II	2600001	32	briggsae
II	2610001	30	briggsae
II	2620001	31	briggsae
II	2630001	18	briggsae
II	2640001	16	briggsae
II	2650001	30	briggsae
II	2660001	7	briggsae
II	2670001	26	briggsae
II	2680001	29	briggsae
II	2690001	30	briggsae
II	2700001	31	briggsae
II	2710001	17	briggsae
II	2720001	27	briggsae
II	2730001	17	briggsae
II	2740001	13	briggsae
II	2750001	14	briggsae
II	2760001	17	briggsae
II	2770001	23	briggsae
II	2780001	33	briggsae
II	2790001	21	briggsae
II	2800001	32	briggsae
II	2810001	23	briggsae
II	2820001	32	briggsae
II	2830001	39	briggsae
II	2840001	24	briggsae
II	2850001	30	briggsae
II	2860001	43	briggsae
II	2870001	31	briggsae
II	2880001	24	briggsae
II	2890001	40	briggsae
II	2900001	38	briggsae
II	2910001	37	briggsae
II	2920001	37	briggsae
II	2930001	34	briggsae
II	2940001	29	briggsae
II	2950001	14	briggsae
II	2960001	11	briggsae
II	2970001	14	briggsae
II	2980001	41	briggsae
II	2990001	21	briggsae
II	3000001	29	briggsae
II	3010001	21	briggsae
II	3020001	29	briggsae
II	3030001	37	briggsae
II	3040001	30	briggsae
II	3050001	24	briggsae
II	3060001	26	briggsae
II	3070001	28	briggsae
II	3080001	27	briggsae
II	3090001	28	briggsae
II	3100001	27	briggsae
II	3110001	24	briggsae
II	3120001	24	briggsae
II	3130001	26	briggsae
II	3140001	45	briggsae
II	3150001	40	briggsae
II	3160001	12	briggsae
II	3170001	31	briggsae
II	3180001	9	briggsae
II	3190001	30	briggsae
II	3200001	32	briggsae
II	3210001	39	briggsae
II	3220001	19	briggsae
II	3230001	31	briggsae
II	3240001	40	briggsae
II	3250001	12	briggsae
II	3260001	30	briggsae
II	3270001	33	briggsae
II	3280001	13	briggsae
II	3290001	18	briggsae
II	3300001	37	briggsae
II	3310001	35	briggsae
II	3320001	26	briggsae
II	3330001	17	briggsae
II	3340001	14	briggsae
II	3350001	7	briggsae
II	3360001	35	briggsae
II	3370001	47	briggsae
II	3380001	36	briggsae
II	3390001	32	briggsae
II	3400001	45	briggsae
II	3410001	42	briggsae
II	3420001	30	briggsae
II	3430001	15	briggsae
II	3440001	24	briggsae
II	3450001	47	briggsae
II	3460001	37	briggsae
II	3470001	7	briggsae
II	3480001	25	briggsae
II	3490001	44	briggsae
II	3500001	31	briggsae
II	3510001	32	briggsae
II	3520001	14	briggsae
II	3530001	13	briggsae
II	3540001	17	briggsae
II	3550001	35	briggsae
II	3560001	29	briggsae
II	3570001	23	briggsae
II	3580001	35	briggsae
II	3590001	35	briggsae
II	3600001	44	briggsae
II	3610001	25	briggsae
II	3620001	11	briggsae
II	3630001	31	briggsae
II	3640001	30	briggsae
II	3650001	32	briggsae
II	3660001	31	briggsae
II	3670001	25	briggsae
II	3680001	28	briggsae
II	3690001	9	briggsae
II	3700001	21	briggsae
II	3710001	22	briggsae
II	3720001	21	briggsae
II	3730001	4	briggsae
II	3740001	21	briggsae
II	3750001	26	briggsae
II	3760001	32	briggsae
II	3770001	16	briggsae
II	3780001	33	briggsae
II	3790001	22	briggsae
II	3800001	26	briggsae
II	3810001	22	briggsae
II	3820001	21	briggsae
II	3830001	20	briggsae
II	3840001	28	briggsae
II	3850001	22	briggsae
II	3860001	40	briggsae
II	3870001	18	briggsae
II	3880001	17	briggsae
II	3890001	29	briggsae
II	3900001	16	briggsae
II	3910001	9	briggsae
II	3920001	19	briggsae
II	3930001	24	briggsae
II	3940001	22	briggsae
II	3950001	8	briggsae
II	3960001	36	briggsae
II	3970001	37	briggsae
II	3980001	18	briggsae
II	3990001	16	briggsae
II	4000001	28	briggsae
II	4010001	33	briggsae
II	4020001	16	briggsae
II	4030001	8	briggsae
II	4040001	27	briggsae
II	4050001	27	briggsae
II	4060001	35	briggsae
II	4070001	30	briggsae
II	4080001	21	briggsae
II	4090001	40	briggsae
II	4100001	32	briggsae
II	4110001	28	briggsae
II	4120001	30	briggsae
II	4130001	29	briggsae
II	4140001	30	briggsae
II	4150001	24	briggsae
II	4160001	34	briggsae
II	4170001	29	briggsae
II	4180001	30	briggsae
II	4190001	18	briggsae
II	4200001	42	briggsae
II	4210001	23	briggsae
II	4220001	28	briggsae
II	4230001	11	briggsae
II	4240001	35	briggsae
II	4250001	24	briggsae
II	4260001	34	briggsae
II	4270001	27	briggsae
II	4280001	27	briggsae
II	4290001	11	briggsae
II	4300001	28	briggsae
II	4310001	32	briggsae
II	4320001	18	briggsae
II	4330001	27	briggsae
II	4340001	29	briggsae
II	4350001	11	briggsae
II	4360001	28	briggsae
II	4370001	25	briggsae
II	4380001	24	briggsae
II	4390001	14	briggsae
II	4400001	31	briggsae
II	4410001	35	briggsae
II	4420001	32	briggsae
II	4430001	20	briggsae
II	4440001	28	briggsae
II	4450001	35	briggsae
II	4460001	24	briggsae
II	4470001	32	briggsae
II	4480001	28	briggsae
II	4490001	11	briggsae
II	4500001	17	briggsae
II	4510001	28	briggsae
II	4520001	45	briggsae
II	4530001	19	briggsae
II	4540001	16	briggsae
II	4550001	25	briggsae
II	4560001	27	briggsae
II	4570001	21	briggsae
II	4580001	29	briggsae
II	4590001	21	briggsae
II	4600001	18	briggsae
II	4610001	22	briggsae
II	4620001	16	briggsae
II	4630001	38	briggsae
II	4640001	20	briggsae
II	4650001	38	briggsae
II	4660001	41	briggsae
II	4670001	33	briggsae
II	4680001	24	briggsae
II	4690001	30	briggsae
II	4700001	34	briggsae
II	4710001	27	briggsae
II	4720001	44	briggsae
II	4730001	24	briggsae
