Chr	BP	gene_num	perc_N	species	norm_dist_center
IV	15500001	19	48.075	briggsae	0.386452
IV	15600001	9	46.333	briggsae	0.392171
IV	15700001	18	29.273	briggsae	0.39789
IV	15800001	16	37.415	briggsae	0.403609
IV	15900001	15	43.936	briggsae	0.409328
IV	16000001	14	39.225	briggsae	0.415047
IV	16100001	23	43.48	briggsae	0.420766
IV	16200001	31	30.426	briggsae	0.426485
IV	16300001	13	38.333	briggsae	0.432204
IV	16400001	11	35.094	briggsae	0.437923
IV	16500001	23	35.279	briggsae	0.443642
IV	16600001	23	39.943	briggsae	0.449361
IV	16700001	12	25.346	briggsae	0.45508
IV	16800001	23	35.688	briggsae	0.460799
IV	16900001	18	36.321	briggsae	0.466518
IV	17000001	24	31.334	briggsae	0.472238
IV	17100001	26	25.864	briggsae	0.477957
IV	17200001	27	13.881	briggsae	0.483676
IV	17300001	28	21.12	briggsae	0.489395
IV	17400001	28	26.153	briggsae	0.495114
V	1	30	18.903	briggsae	0.5
V	100001	30	7.826	briggsae	0.49487
V	200001	33	16.454	briggsae	0.489741
V	300001	44	17.527	briggsae	0.484612
V	400001	32	22.949	briggsae	0.479482
V	500001	29	21.921	briggsae	0.474353
V	600001	22	25.697	briggsae	0.469223
V	700001	26	27.114	briggsae	0.464094
V	800001	29	32.636	briggsae	0.458964
V	900001	32	35.195	briggsae	0.453835
V	1000001	18	24.975	briggsae	0.448705
V	1100001	28	25.698	briggsae	0.443576
V	1200001	39	26.853	briggsae	0.438446
V	1300001	30	25.283	briggsae	0.433317
V	1400001	39	26.985	briggsae	0.428187
V	1500001	42	37.608	briggsae	0.423058
V	1600001	26	28.798	briggsae	0.417928
V	1700001	24	38.847	briggsae	0.412799
V	1800001	33	29.477	briggsae	0.407669
V	1900001	30	35.807	briggsae	0.40254
V	2000001	16	33.271	briggsae	0.39741
V	2100001	22	36.262	briggsae	0.392281
V	2200001	19	32.031	briggsae	0.387151
V	2300001	26	38.169	briggsae	0.382022
V	2400001	28	29.807	briggsae	0.376892
V	2500001	17	51.197	briggsae	0.371763
V	2600001	24	38.992	briggsae	0.366633
V	2700001	21	45.728	briggsae	0.361504
V	2800001	18	44.712	briggsae	0.356375
V	2900001	30	44.44	briggsae	0.351245
V	3000001	26	46.62	briggsae	0.346116
V	3100001	28	28.721	briggsae	0.340986
V	3200001	30	32.204	briggsae	0.335857
V	3300001	34	38.405	briggsae	0.330727
V	3400001	29	35.303	briggsae	0.325598
V	3500001	32	34.312	briggsae	0.320468
V	3600001	32	34.49	briggsae	0.315339
V	3700001	24	31.74	briggsae	0.310209
V	3800001	24	47.722	briggsae	0.30508
V	3900001	24	40.5	briggsae	0.29995
V	4000001	34	25.292	briggsae	0.294821
V	4100001	26	27.8	briggsae	0.289691
V	4200001	36	32.875	briggsae	0.284562
V	4300001	43	24.339	briggsae	0.279432
V	4400001	40	18.913	briggsae	0.274303
V	4500001	38	17.308	briggsae	0.269173
V	4600001	34	23.628	briggsae	0.264044
V	4700001	33	39.836	briggsae	0.258914
V	4800001	33	35.241	briggsae	0.253785
V	4900001	25	39.894	briggsae	0.248655
V	5000001	15	45.208	briggsae	0.243526
V	5100001	13	49.059	briggsae	0.238397
V	5200001	17	48.065	briggsae	0.233267
V	5300001	30	35.599	briggsae	0.228138
V	5400001	22	41.067	briggsae	0.223008
V	5500001	23	46.719	briggsae	0.217879
V	5600001	20	42.749	briggsae	0.212749
V	5700001	23	35.905	briggsae	0.20762
V	5800001	38	38.012	briggsae	0.20249
V	5900001	28	36.064	briggsae	0.197361
V	6000001	24	23.81	briggsae	0.192231
V	6100001	36	26.644	briggsae	0.187102
V	6200001	30	26.522	briggsae	0.181972
V	6300001	16	37.628	briggsae	0.176843
V	6400001	14	27.616	briggsae	0.171713
V	6500001	30	23.565	briggsae	0.166584
V	6600001	32	32.129	briggsae	0.161454
V	6700001	38	31.093	briggsae	0.156325
V	6800001	32	28.5	briggsae	0.151195
V	6900001	23	25.951	briggsae	0.146066
V	7000001	34	27.998	briggsae	0.140936
V	7100001	23	31.887	briggsae	0.135807
V	7200001	24	29.982	briggsae	0.130677
V	7300001	27	22.63	briggsae	0.125548
V	7400001	27	24.846	briggsae	0.120419
V	7500001	28	27.237	briggsae	0.115289
V	7600001	29	29.722	briggsae	0.11016
V	7700001	28	22.518	briggsae	0.10503
V	7800001	31	22.092	briggsae	0.0999006
V	7900001	27	36.057	briggsae	0.0947711
V	8000001	38	17.855	briggsae	0.0896416
V	8100001	34	20.632	briggsae	0.0845122
V	8200001	26	27.446	briggsae	0.0793827
V	8300001	29	19.227	briggsae	0.0742532
V	8400001	20	19.161	briggsae	0.0691237
V	8500001	28	20.277	briggsae	0.0639942
V	8600001	43	20.3	briggsae	0.0588648
V	8700001	26	19.689	briggsae	0.0537353
V	8800001	26	17.707	briggsae	0.0486058
V	8900001	27	21.344	briggsae	0.0434763
V	9000001	25	22.662	briggsae	0.0383469
V	9100001	26	20.05	briggsae	0.0332174
V	9200001	16	17.369	briggsae	0.0280879
V	9300001	28	19.068	briggsae	0.0229584
V	9400001	22	31.557	briggsae	0.0178289
V	9500001	32	19.794	briggsae	0.0126995
V	9600001	21	11.378	briggsae	0.00756998
V	9700001	34	11.593	briggsae	0.0024405
V	9800001	24	27.066	briggsae	0.00268898
V	9900001	38	13.503	briggsae	0.00781845
V	10000001	28	10.214	briggsae	0.0129479
V	10100001	31	15.654	briggsae	0.0180774
V	10200001	34	12.153	briggsae	0.0232069
V	10300001	16	14.4	briggsae	0.0283364
V	10400001	25	17.943	briggsae	0.0334658
V	10500001	32	22.82	briggsae	0.0385953
V	10600001	28	16.727	briggsae	0.0437248
V	10700001	36	11.112	briggsae	0.0488543
V	10800001	30	22.077	briggsae	0.0539838
V	10900001	28	14.757	briggsae	0.0591132
V	11000001	29	15.048	briggsae	0.0642427
V	11100001	18	12.893	briggsae	0.0693722
V	11200001	16	22.032	briggsae	0.0745017
V	11300001	24	14.091	briggsae	0.0796312
V	11400001	30	13.884	briggsae	0.0847606
V	11500001	29	15.025	briggsae	0.0898901
V	11600001	21	18.373	briggsae	0.0950196
V	11700001	23	18.981	briggsae	0.100149
V	11800001	22	15.482	briggsae	0.105279
V	11900001	14	19.188	briggsae	0.110408
V	12000001	19	18.53	briggsae	0.115538
V	12100001	24	25.673	briggsae	0.120667
V	12200001	31	13.952	briggsae	0.125796
V	12300001	26	18.743	briggsae	0.130926
V	12400001	34	12.989	briggsae	0.136055
V	12500001	16	11.397	briggsae	0.141185
V	12600001	36	19.851	briggsae	0.146314
V	12700001	34	15.826	briggsae	0.151444
V	12800001	24	17.935	briggsae	0.156573
V	12900001	31	11.97	briggsae	0.161703
V	13000001	38	11.609	briggsae	0.166832
V	13100001	30	19.716	briggsae	0.171962
V	13200001	22	23.015	briggsae	0.177091
V	13300001	24	20.387	briggsae	0.182221
V	13400001	18	23.095	briggsae	0.18735
V	13500001	28	25.684	briggsae	0.19248
V	13600001	27	21.164	briggsae	0.197609
V	13700001	27	26.537	briggsae	0.202739
V	13800001	25	28.625	briggsae	0.207868
V	13900001	32	20.691	briggsae	0.212998
V	14000001	25	24.865	briggsae	0.218127
V	14100001	41	20.395	briggsae	0.223257
V	14200001	26	24.165	briggsae	0.228386
V	14300001	26	20.265	briggsae	0.233516
V	14400001	25	26.955	briggsae	0.238645
V	14500001	23	36.707	briggsae	0.243774
V	14600001	30	24.083	briggsae	0.248904
V	14700001	31	29.713	briggsae	0.254033
V	14800001	43	35.164	briggsae	0.259163
V	14900001	51	23.113	briggsae	0.264292
V	15000001	27	35.48	briggsae	0.269422
V	15100001	16	35.334	briggsae	0.274551
V	15200001	24	38.185	briggsae	0.279681
V	15300001	45	29.854	briggsae	0.28481
V	15400001	21	35.019	briggsae	0.28994
V	15500001	34	40.126	briggsae	0.295069
V	15600001	54	27.396	briggsae	0.300199
V	15700001	32	39.65	briggsae	0.305328
V	15800001	40	28.56	briggsae	0.310458
V	15900001	39	30.677	briggsae	0.315587
V	16000001	33	35.306	briggsae	0.320717
V	16100001	35	35.796	briggsae	0.325846
V	16200001	15	37.531	briggsae	0.330976
V	16300001	30	35.598	briggsae	0.336105
V	16400001	29	48.511	briggsae	0.341235
V	16500001	27	49.17	briggsae	0.346364
V	16600001	27	41.45	briggsae	0.351494
V	16700001	37	39.56	briggsae	0.356623
V	16800001	35	51.079	briggsae	0.361752
V	16900001	36	46.327	briggsae	0.366882
V	17000001	26	46.996	briggsae	0.372011
V	17100001	26	41.587	briggsae	0.377141
V	17200001	33	28.965	briggsae	0.38227
V	17300001	32	38.198	briggsae	0.3874
V	17400001	28	31.498	briggsae	0.392529
V	17500001	27	33.522	briggsae	0.397659
V	17600001	16	46.493	briggsae	0.402788
V	17700001	21	38.063	briggsae	0.407918
V	17800001	24	45.501	briggsae	0.413047
V	17900001	15	37.076	briggsae	0.418177
V	18000001	22	41.264	briggsae	0.423306
V	18100001	14	35.847	briggsae	0.428436
V	18200001	15	45.25	briggsae	0.433565
V	18300001	23	25.46	briggsae	0.438695
V	18400001	14	28.465	briggsae	0.443824
V	18500001	31	40.243	briggsae	0.448954
V	18600001	20	40.355	briggsae	0.454083
V	18700001	23	32.329	briggsae	0.459213
V	18800001	15	34	briggsae	0.464342
V	18900001	14	34.83	briggsae	0.469472
V	19000001	29	29.383	briggsae	0.474601
V	19100001	22	22.404	briggsae	0.479731
V	19200001	27	15.564	briggsae	0.48486
V	19300001	18	10.298	briggsae	0.489989
V	19400001	22	30.626	briggsae	0.495119
X	1	22	9.916	briggsae	0.5
X	100001	27	14.332	briggsae	0.495358
X	200001	25	11.338	briggsae	0.490715
X	300001	22	15.249	briggsae	0.486073
X	400001	20	20.408	briggsae	0.48143
X	500001	20	29.846	briggsae	0.476788
X	600001	25	32.809	briggsae	0.472146
X	700001	23	10.673	briggsae	0.467503
X	800001	19	10.292	briggsae	0.462861
X	900001	17	14.615	briggsae	0.458218
X	1000001	12	5.944	briggsae	0.453576
X	1100001	18	6.726	briggsae	0.448934
X	1200001	18	11.66	briggsae	0.444291
X	1300001	25	11.956	briggsae	0.439649
X	1400001	21	22.285	briggsae	0.435006
X	1500001	21	14.718	briggsae	0.430364
X	1600001	22	12.704	briggsae	0.425722
X	1700001	17	13.145	briggsae	0.421079
X	1800001	23	15.102	briggsae	0.416437
X	1900001	16	16.884	briggsae	0.411794
X	2000001	16	19.996	briggsae	0.407152
X	2100001	9	24.987	briggsae	0.402509
X	2200001	18	28.392	briggsae	0.397867
X	2300001	19	22.359	briggsae	0.393225
X	2400001	13	23.376	briggsae	0.388582
X	2500001	19	25.429	briggsae	0.38394
X	2600001	18	31.924	briggsae	0.379297
X	2700001	12	26.468	briggsae	0.374655
X	2800001	13	24.057	briggsae	0.370013
X	2900001	21	22.757	briggsae	0.36537
X	3000001	19	22.771	briggsae	0.360728
X	3100001	14	20.191	briggsae	0.356085
X	3200001	16	23.901	briggsae	0.351443
X	3300001	18	20.176	briggsae	0.346801
X	3400001	20	16.451	briggsae	0.342158
X	3500001	19	16.911	briggsae	0.337516
X	3600001	14	20.193	briggsae	0.332873
X	3700001	26	17.454	briggsae	0.328231
X	3800001	15	19.117	briggsae	0.323589
X	3900001	18	21.168	briggsae	0.318946
X	4000001	5	19.042	briggsae	0.314304
X	4100001	11	18.643	briggsae	0.309661
X	4200001	20	21.042	briggsae	0.305019
X	4300001	21	21.552	briggsae	0.300377
X	4400001	20	23.684	briggsae	0.295734
X	4500001	16	23.889	briggsae	0.291092
X	4600001	23	29.98	briggsae	0.286449
X	4700001	14	30.655	briggsae	0.281807
X	4800001	14	30.928	briggsae	0.277165
X	4900001	16	23.342	briggsae	0.272522
X	5000001	13	29.301	briggsae	0.26788
X	5100001	17	25.682	briggsae	0.263237
X	5200001	23	20.48	briggsae	0.258595
X	5300001	16	18.984	briggsae	0.253953
X	5400001	16	24.924	briggsae	0.24931
X	5500001	12	26.838	briggsae	0.244668
X	5600001	28	28.347	briggsae	0.240025
X	5700001	20	24.558	briggsae	0.235383
X	5800001	26	27.887	briggsae	0.230741
X	5900001	18	27.2	briggsae	0.226098
X	6000001	13	24.733	briggsae	0.221456
X	6100001	16	24.227	briggsae	0.216813
X	6200001	17	26.567	briggsae	0.212171
X	6300001	6	21.897	briggsae	0.207529
X	6400001	12	19.442	briggsae	0.202886
X	6500001	17	22.142	briggsae	0.198244
X	6600001	18	35.488	briggsae	0.193601
X	6700001	17	26.926	briggsae	0.188959
X	6800001	14	31.616	briggsae	0.184317
X	6900001	17	20.042	briggsae	0.179674
X	7000001	16	26.011	briggsae	0.175032
X	7100001	17	22.188	briggsae	0.170389
X	7200001	14	37.144	briggsae	0.165747
X	7300001	19	31.884	briggsae	0.161105
X	7400001	32	31.132	briggsae	0.156462
X	7500001	20	43.486	briggsae	0.15182
X	7600001	16	20.159	briggsae	0.147177
X	7700001	13	26.281	briggsae	0.142535
X	7800001	18	16.658	briggsae	0.137893
X	7900001	16	16.473	briggsae	0.13325
X	8000001	20	19.323	briggsae	0.128608
X	8100001	21	13.37	briggsae	0.123965
X	8200001	13	21.801	briggsae	0.119323
X	8300001	20	16.165	briggsae	0.114681
X	8400001	21	11.254	briggsae	0.110038
X	8500001	17	24.214	briggsae	0.105396
X	8600001	11	10.78	briggsae	0.100753
X	8700001	21	16.38	briggsae	0.0961109
X	8800001	18	16.99	briggsae	0.0914685
X	8900001	16	9.845	briggsae	0.0868261
X	9000001	17	16.632	briggsae	0.0821837
X	9100001	13	14.934	briggsae	0.0775413
X	9200001	20	11.048	briggsae	0.0728989
X	9300001	22	15.415	briggsae	0.0682565
X	9400001	27	13.93	briggsae	0.0636141
X	9500001	22	33.095	briggsae	0.0589717
X	9600001	18	18.349	briggsae	0.0543293
X	9700001	18	10.627	briggsae	0.0496869
X	9800001	20	17.509	briggsae	0.0450445
X	9900001	18	12.908	briggsae	0.0404021
X	10000001	19	12.21	briggsae	0.0357597
X	10100001	13	23.882	briggsae	0.0311173
X	10200001	14	11.989	briggsae	0.0264749
X	10300001	23	9.963	briggsae	0.0218325
X	10400001	17	11.86	briggsae	0.0171901
X	10500001	23	10.101	briggsae	0.0125477
X	10600001	19	17.225	briggsae	0.00790527
X	10700001	19	6.262	briggsae	0.00326287
X	10800001	21	20.844	briggsae	0.00137954
X	10900001	19	12.988	briggsae	0.00602194
X	11000001	15	11.151	briggsae	0.0106643
X	11100001	22	9.876	briggsae	0.0153067
X	11200001	18	12.1	briggsae	0.0199491
X	11300001	13	9.269	briggsae	0.0245915
X	11400001	18	12.911	briggsae	0.029234
X	11500001	25	18.237	briggsae	0.0338764
X	11600001	25	20.108	briggsae	0.0385188
X	11700001	22	12.22	briggsae	0.0431612
X	11800001	24	13.981	briggsae	0.0478036
X	11900001	23	12.598	briggsae	0.052446
X	12000001	20	9.262	briggsae	0.0570884
X	12100001	21	9.811	briggsae	0.0617308
X	12200001	19	8.011	briggsae	0.0663732
X	12300001	24	15.678	briggsae	0.0710156
X	12400001	12	9.41	briggsae	0.075658
X	12500001	19	16.213	briggsae	0.0803004
X	12600001	18	15.349	briggsae	0.0849428
X	12700001	17	14.925	briggsae	0.0895852
X	12800001	22	16.294	briggsae	0.0942276
X	12900001	18	24.064	briggsae	0.09887
X	13000001	27	17.331	briggsae	0.103512
X	13100001	19	17.846	briggsae	0.108155
X	13200001	16	12.905	briggsae	0.112797
X	13300001	10	35.784	briggsae	0.11744
X	13400001	24	21.318	briggsae	0.122082
X	13500001	10	26.989	briggsae	0.126724
X	13600001	23	12.905	briggsae	0.131367
X	13700001	15	24.902	briggsae	0.136009
X	13800001	22	19.223	briggsae	0.140652
X	13900001	16	11.945	briggsae	0.145294
X	14000001	13	26.294	briggsae	0.149936
X	14100001	18	17.322	briggsae	0.154579
X	14200001	19	14.343	briggsae	0.159221
X	14300001	20	18.196	briggsae	0.163864
X	14400001	11	10.012	briggsae	0.168506
X	14500001	16	20.286	briggsae	0.173148
X	14600001	20	24.71	briggsae	0.177791
X	14700001	19	21.678	briggsae	0.182433
X	14800001	22	19.242	briggsae	0.187076
X	14900001	22	25.902	briggsae	0.191718
X	15000001	15	24.288	briggsae	0.19636
X	15100001	15	23.46	briggsae	0.201003
X	15200001	15	35.478	briggsae	0.205645
X	15300001	51	24.586	briggsae	0.210288
X	15400001	22	19.389	briggsae	0.21493
X	15500001	19	28.409	briggsae	0.219572
X	15600001	23	33.479	briggsae	0.224215
X	15700001	30	31.472	briggsae	0.228857
X	15800001	15	33.068	briggsae	0.2335
X	15900001	16	23.221	briggsae	0.238142
X	16000001	27	18.467	briggsae	0.242784
X	16100001	14	47.994	briggsae	0.247427
X	16200001	19	29.677	briggsae	0.252069
X	16300001	15	28.295	briggsae	0.256712
X	16400001	26	23.403	briggsae	0.261354
X	16500001	24	23.123	briggsae	0.265996
X	16600001	15	24.182	briggsae	0.270639
X	16700001	19	24.613	briggsae	0.275281
X	16800001	25	26.014	briggsae	0.279924
X	16900001	18	27.877	briggsae	0.284566
X	17000001	22	23.975	briggsae	0.289209
X	17100001	26	42.97	briggsae	0.293851
X	17200001	19	26.051	briggsae	0.298493
X	17300001	20	42.422	briggsae	0.303136
X	17400001	19	28.579	briggsae	0.307778
X	17500001	42	31.056	briggsae	0.312421
X	17600001	21	21.102	briggsae	0.317063
X	17700001	14	22.783	briggsae	0.321705
X	17800001	17	26.171	briggsae	0.326348
X	17900001	11	21.752	briggsae	0.33099
X	18000001	11	25.911	briggsae	0.335633
X	18100001	13	19.396	briggsae	0.340275
X	18200001	23	14.566	briggsae	0.344917
X	18300001	17	16.728	briggsae	0.34956
X	18400001	16	25.357	briggsae	0.354202
X	18500001	18	24.888	briggsae	0.358845
X	18600001	13	25.125	briggsae	0.363487
X	18700001	16	31.837	briggsae	0.368129
X	18800001	17	35.407	briggsae	0.372772
X	18900001	30	49.858	briggsae	0.377414
X	19000001	25	32.76	briggsae	0.382057
X	19100001	26	31.267	briggsae	0.386699
X	19200001	18	26.575	briggsae	0.391341
X	19300001	24	26.853	briggsae	0.395984
X	19400001	19	21.844	briggsae	0.400626
X	19500001	12	33.337	briggsae	0.405269
X	19600001	11	27.738	briggsae	0.409911
X	19700001	14	25.094	briggsae	0.414553
X	19800001	24	26.357	briggsae	0.419196
X	19900001	17	29.985	briggsae	0.423838
X	20000001	17	42.218	briggsae	0.428481
X	20100001	19	25.224	briggsae	0.433123
X	20200001	13	23.915	briggsae	0.437765
X	20300001	26	26.436	briggsae	0.442408
X	20400001	16	35.459	briggsae	0.44705
X	20500001	21	23.04	briggsae	0.451693
X	20600001	23	25.817	briggsae	0.456335
X	20700001	14	39.798	briggsae	0.460977
X	20800001	25	28.261	briggsae	0.46562
X	20900001	21	33.715	briggsae	0.470262
X	21000001	26	29.021	briggsae	0.474905
X	21100001	19	37.397	briggsae	0.479547
X	21200001	10	37.704	briggsae	0.484189
X	21300001	28	34.67	briggsae	0.488832
X	21400001	23	38.44	briggsae	0.493474
X	21500001	9	20.951	briggsae	0.498117
III	1	18	34.999	elegans	0.5
III	100001	33	20.906	elegans	0.492745
III	200001	11	48.796	elegans	0.48549
III	300001	8	44.216	elegans	0.478235
III	400001	13	29.003	elegans	0.47098
III	500001	11	25.423	elegans	0.463725
III	600001	25	18.097	elegans	0.456471
III	700001	15	21.483	elegans	0.449216
III	800001	25	17.147	elegans	0.441961
III	900001	25	35.35	elegans	0.434706
III	1000001	18	40.783	elegans	0.427451
III	1100001	11	55.454	elegans	0.420196
III	1200001	26	45.473	elegans	0.412941
III	1300001	32	39.711	elegans	0.405686
III	1400001	16	42.599	elegans	0.398431
III	1500001	12	51.92	elegans	0.391177
III	1600001	21	37.446	elegans	0.383922
III	1700001	12	39.871	elegans	0.376667
III	1800001	16	47.211	elegans	0.369412
III	1900001	15	40.609	elegans	0.362157
III	2000001	11	40.305	elegans	0.354902
III	2100001	8	45.475	elegans	0.347647
III	2200001	25	51.665	elegans	0.340392
III	2300001	16	41.597	elegans	0.333137
III	2400001	18	31.999	elegans	0.325883
III	2500001	15	24.002	elegans	0.318628
III	2600001	13	22.439	elegans	0.311373
III	2700001	17	33.164	elegans	0.304118
III	2800001	18	31.137	elegans	0.296863
III	2900001	14	32.399	elegans	0.289608
III	3000001	9	36.767	elegans	0.282353
III	3100001	15	32.911	elegans	0.275098
III	3200001	16	41.204	elegans	0.267843
III	3300001	12	27.978	elegans	0.260588
III	3400001	22	24.239	elegans	0.253334
III	3500001	17	16.174	elegans	0.246079
III	3600001	13	20.62	elegans	0.238824
III	3700001	22	13.853	elegans	0.231569
III	3800001	18	13.591	elegans	0.224314
III	3900001	21	13.479	elegans	0.217059
III	4000001	18	19.364	elegans	0.209804
III	4100001	21	9.477	elegans	0.202549
III	4200001	22	14.476	elegans	0.195294
III	4300001	26	10.775	elegans	0.18804
III	4400001	27	11.709	elegans	0.180785
III	4500001	22	6.662	elegans	0.17353
III	4600001	24	6.775	elegans	0.166275
III	4700001	31	8.328	elegans	0.15902
III	4800001	40	6.94	elegans	0.151765
III	4900001	31	6.446	elegans	0.14451
III	5000001	31	9.602	elegans	0.137255
III	5100001	21	8.407	elegans	0.13
III	5200001	28	10.412	elegans	0.122746
III	5300001	17	9.557	elegans	0.115491
III	5400001	23	10.284	elegans	0.108236
III	5500001	26	4.177	elegans	0.100981
III	5600001	22	7.64	elegans	0.093726
III	5700001	25	9.683	elegans	0.0864711
III	5800001	31	5.899	elegans	0.0792162
III	5900001	22	5.699	elegans	0.0719613
III	6000001	16	6.668	elegans	0.0647064
III	6100001	21	9.295	elegans	0.0574515
III	6200001	34	2.845	elegans	0.0501966
III	6300001	21	5.352	elegans	0.0429417
III	6400001	28	4.317	elegans	0.0356868
III	6500001	18	18.678	elegans	0.0284319
III	6600001	11	16.076	elegans	0.021177
III	6700001	18	3.594	elegans	0.0139221
III	6800001	20	4.459	elegans	0.00666725
III	6900001	23	13.175	elegans	0.000587646
III	7000001	25	5.931	elegans	0.00784254
III	7100001	35	7.99	elegans	0.0150974
III	7200001	26	7.845	elegans	0.0223523
III	7300001	29	11.556	elegans	0.0296072
III	7400001	13	54.704	elegans	0.0368621
III	7500001	19	10.83	elegans	0.044117
III	7600001	11	9.594	elegans	0.0513719
III	7700001	19	9.146	elegans	0.0586268
III	7800001	22	8.302	elegans	0.0658817
III	7900001	32	7.851	elegans	0.0731366
III	8000001	27	8.842	elegans	0.0803915
III	8100001	22	9.494	elegans	0.0876464
III	8200001	32	5.631	elegans	0.0949012
III	8300001	38	12.098	elegans	0.102156
III	8400001	21	13.297	elegans	0.109411
III	8500001	16	8.18	elegans	0.116666
III	8600001	23	10.859	elegans	0.123921
III	8700001	25	11.116	elegans	0.131176
III	8800001	20	19.511	elegans	0.138431
III	8900001	25	11.61	elegans	0.145685
III	9000001	25	10.691	elegans	0.15294
III	9100001	25	7.251	elegans	0.160195
III	9200001	13	9.701	elegans	0.16745
III	9300001	21	6.45	elegans	0.174705
III	9400001	25	19.658	elegans	0.18196
III	9500001	31	17.555	elegans	0.189215
III	9600001	23	15.45	elegans	0.19647
III	9700001	28	10.278	elegans	0.203725
III	9800001	28	13.809	elegans	0.21098
III	9900001	24	14.774	elegans	0.218234
III	10000001	33	15.565	elegans	0.225489
III	10100001	21	19.09	elegans	0.232744
III	10200001	23	12.048	elegans	0.239999
III	10300001	24	14.093	elegans	0.247254
III	10400001	20	13.177	elegans	0.254509
