cluster_id	rm_classification	repeat_class	repeat_subclass	repeat_order	repeat_superfamily	repeat_family	average	median	minimum	maximum	standard_deviation	iqr	num_alignments	species	mean_insertion_length	insertion_count	total_genome_bp_cluster	total_genome_percent_cluster
Cluster1213	Unknown	NA	NA	NA	NA	NA	17.1790769230769	18.22	0	33.28	7.50734109239466	10.835	195	briggsae	108.614	145	14960	0.0142228
Cluster1214	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	21.8835167910448	22.07	6.35	40.93	5.88104913892986	7.6275	1072	briggsae	123.739	778	74103	0.0704514
Cluster1215	DNA-hAT	II	1	TIR	hAT	NA	8.2125	8.98	0	14.89	6.99600540785002	9.8725	4	briggsae	83.6667	3	239	0.000227223
Cluster1217	LTR-DIRS	I	NA	DIRS	DIRS	NA	6.40411764705882	3.83	0	16.57	6.03427922251648	3.09	17	briggsae	1118.25	12	13348	0.0126902
Cluster1218	LTR-Gypsy	I	NA	LTR	Gypsy	NA	11.74	10.57	0	25.82	12.9297151296281	19.985	4	briggsae	883.75	4	3529	0.0033551
Cluster1219	LTR-Gypsy	I	NA	LTR	Gypsy	NA	20.66	22.21	0	37.26	11.5893086878411	21.57	30	briggsae	390.72	25	9637	0.00916211
Cluster1220	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	briggsae	241	1	241	0.000229124
Cluster1221	Unknown	NA	NA	NA	NA	NA	0	0	0	0	NA	0	1	briggsae	526	1	526	0.00050008
Cluster1222	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	briggsae	412	1	412	0.000391698
Cluster1225	LINE-CR1	I	NA	LINE	Jockey	CR1	29.17	29.17	29.17	29.17	NA	0	1	briggsae	70	1	70	6.65506e-05
Cluster1227	DNA-hAT-Ac	II	1	TIR	hAT	Ac	1.445	1.445	0	2.89	2.04353859762912	1.445	2	briggsae	214.5	2	429	0.00040786
Cluster1228	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	0	0	2	briggsae	442	1	441	0.000419269
Cluster1229	Unknown	NA	NA	NA	NA	NA	17.95125	19.11	0	26.05	5.26877043035907	2.835	24	briggsae	2316.67	3	6950	0.00660752
Cluster122	DNA-hAT	II	1	TIR	hAT	NA	23.19	23.19	23.19	23.19	NA	0	1	briggsae	59	1	59	5.60926e-05
Cluster1231	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	briggsae	151	1	151	0.000143559
Cluster1232	DNA-TcMar-m44	II	1	TIR	Tc1-Mariner	m44	2.25515625	2.065	0	9.37	1.74622403714324	1.495	64	briggsae	149.855	55	8132	0.00773128
Cluster1233	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	14.1421428571429	10.28	1.76	33.57	10.2344249715045	16.62	28	briggsae	345.038	26	8945	0.00850421
Cluster1234	DNA	II	NA	NA	NA	NA	3.346875	0.435	0	18.36	6.12796626659417	1.82	32	briggsae	206.036	28	5754	0.00547046
Cluster1236	Satellite	Satellite	NA	NA	NA	NA	12.4346456692913	11.47	2.26	35.28	6.05089942795922	6.18	381	briggsae	763.562	16	12211	0.0116093
Cluster1237	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	21.5440757015879	21.22	0	49.45	5.51880069360112	7.2	20026	briggsae	141.87	16829	2076173	1.97386
Cluster1238	DNA-hAT	II	1	TIR	hAT	NA	1.68703125	1.195	0	13.18	2.66913081369109	0.86	64	briggsae	405.02	50	20003	0.0190173
Cluster1239	LINE-CR1	I	NA	LINE	Jockey	CR1	2.95723684210526	1.46	0	31.98	5.03155278619067	1.3575	152	briggsae	566.858	127	71568	0.0680413
Cluster1240	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	15.3323693379791	15.055	0	39	6.97955060606722	10.0825	574	briggsae	133.091	497	64278	0.0611105
Cluster1241	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	2.13966666666667	2.86	0	13.96	2.68134485471098	3.1275	30	briggsae	358.053	19	6792	0.00645731
Cluster1242	DNA-hAT-Ac	II	1	TIR	hAT	Ac	9.51209302325581	6.62	0.93	31.26	7.36795649973318	10.56	215	briggsae	333.512	127	41058	0.0390348
Cluster1243	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	16.7587586206897	14.57	2.86	37.3	8.79633279671126	15.26	145	briggsae	355.653	101	34518	0.032817
Cluster1244	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	12.5242105263158	8.13	0.99	34.58	10.5254241103033	14.0425	76	briggsae	670.745	55	36805	0.0349913
Cluster1245	DNA-hAT	II	1	TIR	hAT	NA	16.9223880597015	15.78	2.16	30.19	7.08136266837587	10.43	67	briggsae	132.516	64	8419	0.00800413
Cluster1246	DNA-Merlin	II	1	TIR	Merlin	NA	11.38864	10	0	33.4	8.91432874682394	15.61	125	briggsae	281.056	72	19148	0.0182044
Cluster1247	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	12.65	12.65	12.65	12.65	NA	0	1	briggsae	60	1	30	2.85217e-05
Cluster1248	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	31.2566666666667	31.45	23.82	38.5	7.34190937926459	7.34	3	briggsae	94	3	282	0.000268104
Cluster1250	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	34.991	34.795	20.98	46.89	8.42777419576111	12.6725	20	briggsae	122.733	15	953	0.000906039
Cluster1257	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	14.2009090909091	9.45	0.91	34.12	9.507679794996	17.485	55	briggsae	243.725	40	8872	0.00843481
Cluster1259	SINE_q	I	NA	SINE	NA	NA	13.5159322033898	11.99	4.88	31.8	7.27430601468789	9.295	59	briggsae	83.4576	59	4835	0.00459674
Cluster125	Simple_repeat	Simple_repeat	NA	NA	NA	NA	15.0883333333333	8.615	8.32	28.33	10.2594959265388	15.155	6	briggsae	203.5	2	406	0.000385993
Cluster1260	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	27.76	27.76	24.92	30.6	4.01636651713959	2.84	2	briggsae	80	2	160	0.000152116
Cluster1261	DNA-Merlin	II	1	TIR	Merlin	NA	15.8435	15.78	10.91	26.09	4.1121082760166	7.0175	20	briggsae	122.95	20	2068	0.00196609
Cluster1262	Unknown	NA	NA	NA	NA	NA	17.8408069164265	17.98	0	34.18	5.66891966265153	7.4375	694	briggsae	56.5954	477	19651	0.0186827
Cluster1263	DNA	II	NA	NA	NA	NA	18.5434545454545	17.98	5.99	31.91	5.29829043509434	6.4025	110	briggsae	114.713	101	9274	0.008817
Cluster1264	DNA	II	NA	NA	NA	NA	18.64	18.64	16.9	20.38	2.46073159852919	1.74	2	briggsae	48	2	96	9.12694e-05
Cluster1265	DNA	II	NA	NA	NA	NA	14.2233333333333	14.15	3.82	28.77	4.9636141862028	5.06	153	briggsae	87.7194	139	10814	0.0102811
Cluster1266	DNA	II	NA	NA	NA	NA	13.7550943396226	11.21	2.9	30.46	7.1637682452532	10.09	53	briggsae	136.021	48	6308	0.00599716
Cluster1267	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	9.81242424242424	8.53	2.97	24.83	6.05728798138193	8.33	33	briggsae	110.065	31	3333	0.00316876
Cluster1268	Unknown	NA	NA	NA	NA	NA	10.8056910569106	9.55	0	29.43	6.71874497285669	10.485	246	briggsae	64.5244	164	9354	0.00889306
Cluster1270	Unknown	NA	NA	NA	NA	NA	14.3286666666667	14.375	0	32.1	5.9228893735299	6.05	60	briggsae	93.1522	46	3868	0.0036774
Cluster1271	DNA-hAT	II	1	TIR	hAT	NA	16.578	18.05	8.65	21.28	4.75836841785081	1.95	5	briggsae	66.8	5	334	0.000317541
Cluster1272	SINE_q	I	NA	SINE	NA	NA	3.55519230769231	3.325	0	20.51	3.56650127363522	3.1725	52	briggsae	81.4038	52	4233	0.00402441
Cluster1274	Unknown	NA	NA	NA	NA	NA	2.158	0.09	0	30.8	6.1324535920644	0.93	35	briggsae	105.2	35	3682	0.00350056
Cluster1276	Unknown	NA	NA	NA	NA	NA	7.30108695652174	6.06	0	35.31	6.08134204057729	3.3375	46	briggsae	130.567	30	2766	0.0026297
Cluster1277	Unknown	NA	NA	NA	NA	NA	11.220618556701	10.29	6.11	25.43	3.95145010682602	5.69	97	briggsae	220.314	70	14297	0.0135925
Cluster1278	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	6.93	6.93	4.6	9.26	2.69045225442366	4.66	4	briggsae	42	2	82	7.79593e-05
Cluster1279	Unknown	NA	NA	NA	NA	NA	15.095	16.545	5.69	28.81	6.26528674523361	7.7925	26	briggsae	106.846	26	2777	0.00264016
Cluster1280	DNA	II	NA	NA	NA	NA	6.22318181818182	5.395	2.03	11.11	2.80405893960818	4.0725	22	briggsae	120.455	22	2591	0.00246332
Cluster1281	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	9.8675	7.85	2.08	33.32	5.88375460769584	6.245	68	briggsae	177.196	56	9211	0.00875711
Cluster1282	Satellite	Satellite	NA	NA	NA	NA	26.8070292397661	27.4	6.02	39.61	5.3926414489161	6.515	855	briggsae	407.591	501	201918	0.191968
Cluster1284	RC-Helitron	II	2	Helitron	Helitron	NA	18.2168686868687	19.42	0	37.39	11.1687542146414	20.935	99	briggsae	153.425	73	9161	0.00870957
Cluster1285	Unknown	NA	NA	NA	NA	NA	16.0656818181818	15.72	4.39	35.09	6.48033020242545	8.45	176	briggsae	119.696	102	9957	0.00946635
Cluster1286	DNA-hAT	II	1	TIR	hAT	NA	19.0906382978723	19.68	4.58	42.98	7.201244277827	9.1	47	briggsae	133.22	41	5184	0.00492855
Cluster1287	Unknown	NA	NA	NA	NA	NA	14.4766197183099	14.24	6.68	23.24	3.99931920765879	4.55	71	briggsae	164.211	57	9247	0.00879133
Cluster1288	Unknown	NA	NA	NA	NA	NA	10.3882527881041	7.34	0	35.37	8.03460872421608	10.3475	538	briggsae	380.704	277	90464	0.0860062
Cluster1289	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	25.7202427184466	26.3	2.86	38.1	5.18286138417954	6.6575	1030	briggsae	219.669	608	107343	0.102053
Cluster1290	Unknown	NA	NA	NA	NA	NA	12.8223746701847	12.64	0	27.89	5.28306660555418	7.39	379	briggsae	95.424	217	14679	0.0139557
Cluster1293	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	15.5057627118644	13.71	4.42	38.27	7.30266252894717	9.015	59	briggsae	419.075	40	16560	0.015744
Cluster1294	DNA-Merlin	II	1	TIR	Merlin	NA	4.69333333333333	4.425	0.58	9.98	3.24060282457858	2.725	6	briggsae	131.6	5	657	0.000624625
Cluster1295	LTR-DIRS	I	NA	DIRS	DIRS	NA	13.8720560747664	5.69	0	48.62	13.9826593914464	22.53	107	briggsae	315.986	73	21695	0.0206259
Cluster1296	LINE-CR1	I	NA	LINE	Jockey	CR1	11.6953636363636	6.21	0	38.35	11.1077736790541	21.445	110	briggsae	321.761	92	29268	0.0278257
Cluster1297	LINE-CR1	I	NA	LINE	Jockey	CR1	12.3293693693694	12.27	0	38.91	8.13185576701684	12.56	333	briggsae	142.485	260	35767	0.0340045
Cluster1298	LTR-Gypsy	I	NA	LTR	Gypsy	NA	13.2277551020408	12.145	0	34.9	7.5503920809197	10.13	196	briggsae	171.132	136	21557	0.0204947
Cluster12	RC-Helitron	II	2	Helitron	Helitron	NA	15.5628571428571	16.53	6.36	23.01	5.28755722697839	6.26	21	briggsae	97.1111	18	1244	0.0011827
Cluster1300	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	briggsae	850	1	850	0.000808114
Cluster1302	RC-Helitron	II	2	Helitron	Helitron	NA	8.275	8.275	0	16.55	11.7026172286374	8.275	2	briggsae	717	2	1434	0.00136334
Cluster1303	LINE-I-Jockey	I	NA	LINE	I	NA	24.538	27.74	0	30.53	9.27232177564557	4.7125	10	briggsae	174.5	8	1322	0.00125686
Cluster1304	Unknown	NA	NA	NA	NA	NA	0	0	0	0	NA	0	1	briggsae	82	1	82	7.79593e-05
Cluster1305	RC-Helitron	II	2	Helitron	Helitron	NA	7.96	11.92	0	11.96	6.89359122663942	5.98	3	briggsae	327	3	882	0.000838537
Cluster1307	LINE-CR1	I	NA	LINE	Jockey	CR1	0	0	0	0	NA	0	1	briggsae	988	1	988	0.000939314
Cluster1308	LINE-CR1	I	NA	LINE	Jockey	CR1	3.05	2.205	0	7.79	3.78251239257719	5.255	4	briggsae	305	3	880	0.000836636
Cluster1309	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	6.87352941176471	3.31	0	27.91	6.27551434163773	8	85	briggsae	502.886	70	34949	0.0332268
Cluster1310	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	0.220914454277286	0.16	0	2.93	0.273916458775461	0.16	339	briggsae	1195.92	322	380755	0.361992
Cluster1311	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	28.361875	30.635	15.32	37.8	6.73579712555735	7.47	16	briggsae	166.778	9	963	0.000915546
Cluster1312	DNA-hAT	II	1	TIR	hAT	NA	8.42621212121212	7.775	0	25.53	4.64428979620365	4.83	198	briggsae	247.752	113	27456	0.026103
Cluster1313	RC-Helitron	II	2	Helitron	Helitron	NA	12.1736842105263	11.5	0	30.23	5.3553688158423	6.745	703	briggsae	108.5	588	61628	0.0585911
Cluster1314	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	8.72327102803738	5.79	0	29.08	8.70467709627296	15.44	107	briggsae	151.975	80	10810	0.0102773
Cluster1315	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	20.0247282608696	21.11	2.92	34.1	5.96001005175032	6.5525	368	briggsae	318.739	295	90840	0.0863636
Cluster1316	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	15.7257112068966	14.945	4.45	34.32	5.4973950959363	6.8775	464	briggsae	142.221	380	51782	0.0492303
Cluster1317	LTR-Gypsy	I	NA	LTR	Gypsy	NA	5.65857142857143	4.725	0	18.22	4.80121644638933	3.44	28	briggsae	381.222	27	9915	0.00942641
Cluster1318	DNA	II	NA	NA	NA	NA	10.7641176470588	8.68	0	31.54	9.04693963204588	16.395	51	briggsae	138.591	44	5752	0.00546856
Cluster1319	RC-Helitron	II	2	Helitron	Helitron	NA	21.9670755885998	19.82	1.53	62.74	10.4696109987192	12.705	807	briggsae	295.808	401	108063	0.102738
Cluster1320	DNA-TcMar-Pogo	II	1	TIR	Tc1-Mariner	Pogo	25.25	25.25	14.56	35.94	15.1179429817684	10.69	2	briggsae	105	2	22	2.09159e-05
Cluster1322	LINE-CR1	I	NA	LINE	Jockey	CR1	22.52	22.52	22.52	22.52	NA	0	1	briggsae	91	1	91	8.65158e-05
Cluster1323	LTR-Gypsy	I	NA	LTR	Gypsy	NA	47.73	47.73	47.73	47.73	NA	0	1	briggsae	457	1	457	0.00043448
Cluster1326	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	29.2712550607287	29.52	3.2	46.01	6.43975237039538	9.225	494	briggsae	142.263	369	41122	0.0390956
Cluster1329	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	34.81	34.81	34.81	34.81	0	0	2	briggsae	75	1	74	7.03535e-05
Cluster1339	DNA-Sola	II	1	TIR	Sola	NA	18.405	18.405	13.8	23.01	6.5124534547281	4.605	2	briggsae	67.5	2	135	0.000128348
Cluster1340	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	31.36	38.225	3.81	45.18	19.2277351760419	18.885	4	briggsae	288	4	1152	0.00109523
Cluster1342	Unknown	NA	NA	NA	NA	NA	10.9143396226415	10.475	0	26.96	5.72856834418811	8.815	106	briggsae	51.2788	104	5327	0.0050645
Cluster1343	Unknown	NA	NA	NA	NA	NA	19.6955575065847	19.47	2.69	40.57	5.83484999355264	8.02	1139	briggsae	96.181	630	43629	0.0414791
Cluster1344	Unknown	NA	NA	NA	NA	NA	14.1460538116592	13.72	0	28.41	5.29625361698905	6.93	223	briggsae	71.4759	166	8968	0.00852608
Cluster1346	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	5.62	5.62	5.17	6.07	0.636396103067893	0.450000000000001	2	briggsae	102	2	204	0.000193947
Cluster1347	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	11.5983908045977	9.17	0	43.08	7.44379949143928	6.675	87	briggsae	456.866	67	30165	0.0286785
Cluster1348	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	13.9482625482625	14.01	0	34.62	8.62311678533881	15.64	259	briggsae	188.709	227	41763	0.039705
Cluster1349	Unknown	NA	NA	NA	NA	NA	11.315652173913	9.99	1.11	25.54	5.70715533299076	7.76	69	briggsae	143.918	49	6237	0.00592966
Cluster1350	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	13.9288888888889	15.04	2.14	25.32	7.05821525345484	10.42	27	briggsae	58	23	1278	0.00121502
Cluster1351	RC-Helitron	II	2	Helitron	Helitron	NA	14.6711428571429	13.85	1.68	24.08	6.37366123032842	10.455	35	briggsae	207.885	26	4826	0.00458819
Cluster1352	SINE_q	I	NA	SINE	NA	NA	11.1123255813953	9.47	2.62	29	6.66836984334727	8.89	43	briggsae	90.186	43	3878	0.0036869
Cluster1353	DNA	II	NA	NA	NA	NA	4.49909090909091	1.92	1.22	25.5	7.0778958095545	2.42	11	briggsae	449.778	9	4020	0.0038219
Cluster1354	Unknown	NA	NA	NA	NA	NA	14.9373913043478	16.15	0	25.35	6.04669433932765	6.645	115	briggsae	64.8462	104	6262	0.00595343
Cluster1355	RC-Helitron	II	2	Helitron	Helitron	NA	19.70125	18.11	11.16	32.07	7.0580014876734	10.4325	16	briggsae	113.571	14	1304	0.00123974
Cluster1356	DNA	II	NA	NA	NA	NA	14.2517307692308	12.59	5.2	30.46	5.34845871921917	5.6825	52	briggsae	144.755	49	6704	0.00637364
Cluster1359	Unknown	NA	NA	NA	NA	NA	6.22023809523809	3.96	0	34.63	6.51732194292883	5.5925	42	briggsae	172.633	30	4390	0.00417367
Cluster1360	SINE_q	I	NA	SINE	NA	NA	31.605	31.605	30.91	32.3	0.982878425849299	0.694999999999997	2	briggsae	73.5	2	55	5.22897e-05
Cluster1361	SINE_q	I	NA	SINE	NA	NA	5.81866666666667	3.125	0	26.31	6.89749616406804	6.175	30	briggsae	101	30	3030	0.00288069
Cluster1362	DNA	II	NA	NA	NA	NA	3.35111111111111	1.52	0.55	23.25	5.36672463736806	1.695	27	briggsae	190.407	27	5141	0.00488766
Cluster1363	Satellite	Satellite	NA	NA	NA	NA	23.7043548387097	24.23	4.42	36.49	5.83295436366032	6.7475	186	briggsae	217.909	154	32738	0.0311248
Cluster1364	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	13.2141134751773	11.43	3.59	38.58	6.58460608116949	5.79	141	briggsae	206.278	126	25661	0.0243965
Cluster1365	DNA-Merlin	II	1	TIR	Merlin	NA	16.9733333333333	17.965	11.08	20.07	3.12813430696705	4.5775	12	briggsae	101.444	9	761	0.0007235
Cluster1366	Unknown	NA	NA	NA	NA	NA	7.09322033898305	4.605	0	25.93	6.30843864104169	9.5175	118	briggsae	148.441	102	15112	0.0143673
Cluster1368	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	11.0313043478261	9.31	0.77	33.54	10.9257449524872	10.68	23	briggsae	273.2	20	5447	0.00517859
Cluster1369	LTR-Gypsy	I	NA	LTR	Gypsy	NA	19.0251807228916	19.25	7.24	30.64	4.86585874942748	4.725	83	briggsae	338.644	45	14711	0.0139861
Cluster136	Simple_repeat	Simple_repeat	NA	NA	NA	NA	49.00375	56.105	11.48	56.77	15.6423435744137	5.2875	8	briggsae	170	4	679	0.000645541
Cluster1371	Unknown	NA	NA	NA	NA	NA	16.4033333333333	16.98	4.84	25.23	5.91490618281602	7.2775	12	briggsae	137.083	12	1645	0.00156394
Cluster1373	Unknown	NA	NA	NA	NA	NA	7.92638888888889	6.765	0	23.68	5.54144084036829	6.2125	36	briggsae	182.931	29	5293	0.00503217
Cluster1374	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	10.8480686695279	9.47	0	41.57	7.52127902963958	10.19	699	briggsae	97.9479	422	37831	0.0359668
Cluster1375	LTR-Gypsy	I	NA	LTR	Gypsy	NA	8.76448275862069	8.73	0	32.87	5.9318069707547	3.78	58	briggsae	987.455	11	10676	0.0101499
Cluster1376	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	briggsae	187	1	187	0.000177785
Cluster1378	DNA-hAT	II	1	TIR	hAT	NA	6.63	6.63	6.63	6.63	NA	0	1	briggsae	319	1	279	0.000265252
Cluster137	Simple_repeat	Simple_repeat	NA	NA	NA	NA	43.4268571428571	44.66	26.34	56.71	7.58670112430824	10.62	35	briggsae	256.111	9	2188	0.00208018
Cluster1380	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	briggsae	514	1	514	0.000488671
Cluster1381	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	8.0815625	8.95	0	15.52	4.86707112654073	8.3	32	briggsae	147.667	18	2480	0.00235779
Cluster1382	RC-Helitron	II	2	Helitron	Helitron	NA	2.94	2.94	2.94	2.94	NA	0	1	briggsae	34	1	34	3.23246e-05
Cluster1383	RC-Helitron	II	2	Helitron	Helitron	NA	9.78	14.67	0	14.67	8.46972844901181	7.335	3	briggsae	278	2	555	0.000527651
Cluster1385	LINE-CR1	I	NA	LINE	Jockey	CR1	0	0	0	0	0	0	2	briggsae	571	1	512	0.00048677
Cluster1387	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	briggsae	445	1	445	0.000423072
Cluster1388	LTR-Gypsy	I	NA	LTR	Gypsy	NA	19.92	19.92	0	39.84	28.1711341624721	19.92	2	briggsae	740	2	1480	0.00140707
Cluster1389	RC-Helitron	II	2	Helitron	Helitron	NA	20.6653488372093	22.29	1.41	40.83	9.560050180186	14.07	129	briggsae	178.765	115	19113	0.0181712
Cluster138	Simple_repeat	Simple_repeat	NA	NA	NA	NA	37.98	43.15	21.75	49.04	14.3608042950247	13.645	3	briggsae	144.5	2	289	0.000274759
Cluster1390	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	12.4693670886076	6.94	0	38.53	11.5548445097963	19.285	79	briggsae	216.583	60	12693	0.0120675
Cluster1391	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	14.946	14.375	3.1	41.33	7.57328036653893	6.6425	50	briggsae	440.368	38	16712	0.0158885
Cluster1392	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	14.6098653846154	15.6	0	45.09	10.8536153367345	19.8025	520	briggsae	247.456	471	115200	0.109523
Cluster1393	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	3.70669642857143	1.975	0	32.66	5.80017153961813	1.385	112	briggsae	144.716	109	15154	0.0144073
Cluster1394	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	6.77772727272727	0.18	0	31.32	11.5322755908377	12.82	22	briggsae	1319.25	20	26383	0.0250829
Cluster1395	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	11.5131683168317	10.29	0	32.58	7.54199879749302	11.68	101	briggsae	212.468	79	16460	0.0156489
Cluster1396	RC-Helitron	II	2	Helitron	Helitron	NA	18.832783171521	18.365	0	38.34	8.02338947248227	11.035	618	briggsae	113.41	458	43476	0.0413336
Cluster1397	DNA	II	NA	NA	NA	NA	11.3575714285714	9.29	0	37.38	8.87670177190713	14.375	140	briggsae	572.558	113	64244	0.0610782
Cluster1398	Unknown	NA	NA	NA	NA	NA	23.2457142857143	23.69	14.01	30.08	5.33240676475097	4.53	7	briggsae	103.333	6	619	0.000588497
Cluster13	DNA-Merlin	II	1	TIR	Merlin	NA	21.8210416666667	22.67	4.4	34.55	5.20492902217566	6.155	48	briggsae	132.257	35	3769	0.00358327
Cluster1400	LTR-Gypsy	I	NA	LTR	Gypsy	NA	28.54	28.54	16.55	40.53	16.9564206128534	11.99	2	briggsae	215	2	430	0.000408811
Cluster1401	DNA-CMC-Chapaev	II	1	TIR	CACTA	Chapaev	17.9733333333333	15.615	3.33	30.53	10.6636103954836	13.965	6	briggsae	56.5	6	308	0.000292823
Cluster1402	Unknown	NA	NA	NA	NA	NA	22.2721568627451	21.57	16.48	30.95	4.16021889507054	7.29	51	briggsae	73.5946	37	2429	0.00230931
Cluster1404	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	21.03	21.03	19.73	22.33	1.83847763108502	1.3	2	briggsae	79	2	158	0.000150214
Cluster1407	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	24.808	23.7	23.56	29.3	2.51541646651206	0.360000000000003	5	briggsae	75.2	5	307	0.000291872
Cluster1409	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	19.01	19.01	19.01	19.01	NA	0	1	briggsae	53	1	53	5.03883e-05
Cluster1417	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	16.56	16.56	16.56	16.56	NA	0	1	briggsae	48	1	48	4.56347e-05
Cluster1418	DNA-Merlin	II	1	TIR	Merlin	NA	17.763829787234	19.05	0	47.9	11.4202301265237	17.1175	94	briggsae	204.224	76	15011	0.0142713
Cluster1419	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	19.3853846153846	16.36	8.3	37.94	6.85066700851373	11.92	91	briggsae	222.205	88	19351	0.0183974
Cluster1420	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	28.7224814314652	28.93	7.03	51.27	6.2868096280534	7.99	2962	briggsae	110.509	2335	214967	0.204374
Cluster1421	DNA	II	NA	NA	NA	NA	17.5080927835052	17.4	3.56	36.49	8.21620034791933	12.1925	194	briggsae	110.744	133	10671	0.0101452
Cluster1422	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	13.088652173913	14.29	0	27.95	7.56181082093364	14.3025	230	briggsae	123.678	180	20536	0.019524
Cluster1423	DNA-hAT	II	1	TIR	hAT	NA	13.1325390625	12.42	2.05	31.09	5.16392526244476	6.9375	256	briggsae	104.713	101	8448	0.0080317
Cluster1424	DNA-hAT	II	1	TIR	hAT	NA	26.2050793650794	25.67	7.78	44.02	9.02775487004664	14.0625	126	briggsae	157.397	78	9237	0.00878182
Cluster1425	Unknown	NA	NA	NA	NA	NA	13.2855813953488	12.88	2.74	30.46	5.36068994903186	5.89	129	briggsae	98.823	113	10849	0.0103144
Cluster1426	Unknown	NA	NA	NA	NA	NA	5.58127659574468	3.17	0	21.96	6.01855847865268	7.455	47	briggsae	106.625	32	3243	0.00308319
Cluster1427	SINE_q	I	NA	SINE	NA	NA	7.8168253968254	3.37	0	32.34	9.01278461595184	9.32	63	briggsae	86.35	60	5109	0.00485724
Cluster1428	Unknown	NA	NA	NA	NA	NA	4.11208333333333	3.085	0.79	14.03	3.24723558573679	1.5475	24	briggsae	255.35	20	5106	0.00485439
Cluster1430	Unknown	NA	NA	NA	NA	NA	9.28129032258065	7.9	3.08	27.55	5.90240501374114	7.43	31	briggsae	151.464	28	4212	0.00400444
Cluster1431	DNA	II	NA	NA	NA	NA	12.3847619047619	5.555	0.86	44.72	13.8788105271758	23.94	42	briggsae	199.865	37	7236	0.00687943
Cluster1433	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	13.6679020979021	12.98	3.3	31.08	4.20578181427923	4.6025	1144	briggsae	256.947	771	183725	0.174672
